gene_id	gene_name	H2	H27	H45	H47	H56	H74	H87	H91
ENSG00000002016	RAD52	56.5439431698435	106.754265268039	84.3463766488678	48.3163098846078	98.3396213734397	106.63533338838	18.3131873450092	48.7815624186623
ENSG00000003056	M6PR	1438.55864814516	2073.17257058788	3708.19919458147	1659.79478199451	1023.08984285248	2482.40792898828	945.276139354471	1429.98284768407
ENSG00000004478	FKBP4	104.770671643984	138.408904219646	168.115773432644	45.9799972596556	74.3680621817727	125.776731916118	64.0449161492764	97.3878483939516
ENSG00000004700	RECQL	752.792358835683	791.566117891682	1351.83716916807	697.348846080913	388.847422266978	886.253954094428	318.367412556213	263.85891167227
ENSG00000005175	RPAP3	455.588024725216	483.790190592381	739.409998741274	624.8600317306	317.419194505301	532.526210077959	327.999288085649	401.260872652517
ENSG00000006831	ADIPOR2	453.345759522315	613.054179049648	762.30461892968	800.478115964184	431.796373761755	444.089018321357	430.545244268832	379.358789945047
ENSG00000008323	PLEKHG6	0.445653962006485	0	0	0	0	0	0	8.68806009704169
ENSG00000008394	MGST1	92.3940558328543	36.1590241615072	44.1153967483186	64.310391580273	46.1965261329381	44.9389179957151	43.9342229278626	64.2796026506984
ENSG00000008405	CRY1	83.3399392518777	132.092548617145	207.92786031196	80.1564123903403	93.1812948402769	139.240779168351	52.8059802213188	74.203017962132
ENSG00000010219	DYRK4	73.5061639222452	119.217676546418	166.171684079105	79.1894566154222	26.3424259725324	54.9342833720111	41.3473824824052	109.880650610202
ENSG00000010278	CD9	353.735340515192	115.812140776891	390.024431334087	335.982978901125	48.4516119664968	163.317120729052	241.459561642098	133.174533439978
ENSG00000010292	NCAPD2	266.97889253283	349.346319978907	452.995985590322	635.404921788993	349.116571963073	363.40273030284	307.096658631984	443.33198421564
ENSG00000010295	IFFO1	136.063923864167	175.162831194178	242.677006005236	235.630233182331	165.315150662494	176.819461847817	132.129940562163	85.8673426321163
ENSG00000010379	SLC6A13	2.98043712766035	0	0.990928985908568	0.998016559418876	9.4870518564156	3.35458848400289	3.94383667006026	23.0537640617443
ENSG00000010610	CD4	133.092449372434	352.510049981367	625.292329577444	188.441175867034	138.881296172702	581.913461470053	96.6437006866959	213.201026688432
ENSG00000010626	LRRC23	15.9487920616227	29.7348576035315	78.4225686960797	34.9578403945706	17.4357898084475	35.4087909231266	16.3631251030718	22.2154523276784
ENSG00000011105	TSPAN9	21.4957113407322	41.8526493761433	50.9877443341593	37.6655828242217	6.22538792447035	11.9838637096399	24.1809453692036	252.221704321284
ENSG00000011465	DCN	2.84257554250738	0.349016086341861	7.11421370702708	0	0	1.69248375811736	0	28.6539305080482
ENSG00000012504	NR1H4	0	1.34152916225163	0	0	0	0	0	1.48773315000456
ENSG00000012822	CALCOCO1	794.142586213038	593.819494246649	1048.40167347066	1994.19385399159	1670.6437584318	1027.36865427517	1278.34770795059	639.978822278603
