gene_id	gene_name	H2	H27	H45	H47	H56	H74	H87	H91
ENSG00000002016	RAD52	20.7180336420187	46.1955977122005	50.0537832285116	33.4069067177387	52.8834722671267	44.7672481724096	11.5785676912681	53.5436923688874
ENSG00000003056	M6PR	441.906742918928	752.127421273746	1844.90558828035	962.138326249438	461.260024212215	873.721517722772	501.060548922486	1315.90353146791
ENSG00000004478	FKBP4	28.3525619202377	44.2353555297334	73.6833015969565	23.4801887845682	29.5371122175331	38.9986623770178	29.9065075162372	78.949160912004
ENSG00000004700	RECQL	151.410503040792	188.027299582838	440.365430216774	264.67379867373	114.786023948426	204.237653219534	110.493788912365	158.980088711837
ENSG00000005175	RPAP3	90.0705293965401	112.958882136218	236.757513027532	233.116613614727	92.1027481522999	120.628028199676	111.895281846393	237.644297088191
ENSG00000006831	ADIPOR2	89.6049820107778	143.104855226577	244.027732986379	298.560346643387	125.259472430698	100.570233529673	146.841852147186	224.617153125006
ENSG00000008323	PLEKHG6	0.389708604919795	0	0	0	0	0	0	22.7591064839097
ENSG00000008394	MGST1	77.2302599516906	35.6954678523866	59.723010191789	101.438935383472	56.6737267572657	43.0390723409477	63.3687108811367	160.955868693138
ENSG00000008405	CRY1	19.3171851481477	36.1594565442333	78.0569148797396	35.059764742215	31.699206581955	36.978895323695	21.1204044047644	51.5231491827495
ENSG00000010219	DYRK4	56.9386428253205	109.062869046708	208.472324400803	115.752606490355	29.9480196190011	48.7555030174244	55.2662289804747	254.973322225302
ENSG00000010278	CD9	190.815110527237	73.7804524459758	340.748662315663	342.004367712607	38.3593757542152	100.939895934627	224.753869884639	215.201683441689
ENSG00000010292	NCAPD2	64.801627426544	100.142417336279	178.078452891138	291.031249528511	124.367939303294	101.063421491935	128.62119341411	322.350403605944
ENSG00000010295	IFFO1	29.8699421361811	45.4136343108792	86.2835595705224	97.6118327080764	53.2639089736299	44.4752379357682	50.0519598888194	56.4689329124379
ENSG00000010379	SLC6A13	1.95622865785136	0	1.0533924934127	1.23611097696328	9.13902603845685	2.52275879752019	4.46670253270673	45.3285330313852
ENSG00000010610	CD4	43.2535765738499	135.298512565712	329.124144273527	115.564508371118	66.2432079948409	216.682499283684	54.1964220914564	207.562105030438
ENSG00000010626	LRRC23	9.10051300823032	20.0381145166909	72.4748253108191	37.6411373939018	14.6018772111651	23.1497338339942	16.111381738903	37.9737430417395
ENSG00000011105	TSPAN9	3.99906404441982	9.19564941127588	15.363153588629	13.2230394492715	1.69981612610296	2.55446657710902	7.76261901682794	140.565635991239
ENSG00000011465	DCN	0.665735088776227	0.0965356642564057	2.69851213087683	0	0	0.454161973138	0	20.1031356938802
ENSG00000012504	NR1H4	0	0.460346950949467	0	0	0	0	0	1.29493344904295
ENSG00000012822	CALCOCO1	373.074140023375	329.461008636958	797.686792046335	1767.8446473469	1151.8860040769	552.993208033608	1036.27284035962	900.642489123795
ENSG00000013503	POLR3B	11.7126396614362	25.5821308474734	99.3089663234892	35.5474970201571	15.6472491875571	64.2828179295601	18.445151847939	92.947143856123
ENSG00000013573	DDX11	29.0455419933071	54.5111296821655	35.9322068999347	50.140818654556	23.8511873401344	64.6842154664562	34.5230432246149	83.5344619136209
ENSG00000013583	HEBP1	10.3604001741546	14.8853569984778	29.6371461672072	41.0356557927623	21.6661464534541	54.2196530420362	34.8767305235179	52.231442690108
ENSG00000013588	GPRC5A	0.300886533865064	0	0.138989078461601	0	0	0	0	30.4850370900965
